actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
 קטן מ-15 ,קרני שומרון, קטן מ-15 ,,692, קטן מ-15 
 קטן מ-15 ,יקיר, קטן מ-15 ,,178,0
 קטן מ-15 ,ירוחם,17,,1054, קטן מ-15 
 קטן מ-15 ,ירכא, קטן מ-15 ,,1571, קטן מ-15 
 קטן מ-15 ,כאבול, קטן מ-15 ,,1334, קטן מ-15 
 קטן מ-15 ,קרית עקרון,21,,1057, קטן מ-15 
 קטן מ-15 ,כפר כנא,20,,1647, קטן מ-15 
 קטן מ-15 ,קרית טבעון, קטן מ-15 ,,1465, קטן מ-15 
 קטן מ-15 ,קרית ארבע,17,,670, קטן מ-15 
 קטן מ-15 ,לפיד, קטן מ-15 ,,310,0
 קטן מ-15 ,קיסריה, קטן מ-15 ,,493, קטן מ-15 
 קטן מ-15 ,מגאר, קטן מ-15 ,,1180, קטן מ-15 
 קטן מ-15 ,אבו גוש, קטן מ-15 ,,831,0
 קטן מ-15 ,אבו סנאן, קטן מ-15 ,,757,0
