date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate
2021-03-23T00:00:00.000Z,40060,38585,38370,4447,683,1.78
2021-03-24T00:00:00.000Z,43000,41457,41082,5684,478,1.16
2021-03-25T00:00:00.000Z,62808,60823,60120,8712,833,1.39
2021-03-26T00:00:00.000Z,47605,46318,45584,2391,519,1.14
2021-03-27T00:00:00.000Z,16849,16317,16195,49,230,1.42
2021-03-28T00:00:00.000Z,11462,11020,10954,27,130,1.19
2021-03-29T00:00:00.000Z,40496,38803,38482,7869,361,0.94
2021-03-30T00:00:00.000Z,41637,39946,39703,8205,443,1.12
2021-03-31T00:00:00.000Z,37970,36304,35939,8252,498,1.39
2021-04-01T00:00:00.000Z,34019,32468,32061,6200,336,1.05
2021-04-02T00:00:00.000Z,33342,32005,31661,968,418,1.32
2021-04-03T00:00:00.000Z,12106,11573,11516,0,124,1.08
2021-04-04T00:00:00.000Z,31721,29968,29749,5123,195,0.66
2021-04-05T00:00:00.000Z,50376,48128,47812,12637,387,0.81
2021-04-06T00:00:00.000Z,52095,49702,48435,18247,303,0.63
2021-04-07T00:00:00.000Z,47157,44963,44156,15594,275,0.62
2021-04-08T00:00:00.000Z,38113,36134,35685,7897,210,0.59
2021-04-09T00:00:00.000Z,36047,34218,33971,247,221,0.65
2021-04-10T00:00:00.000Z,11188,10652,10589,1,88,0.83
2021-04-11T00:00:00.000Z,33688,32231,30754,10011,139,0.45
2021-04-12T00:00:00.000Z,50871,48478,48115,12877,218,0.45
2021-04-13T00:00:00.000Z,62974,60591,58288,18485,200,0.34
2021-04-14T00:00:00.000Z,51476,49378,46194,13689,202,0.44
2021-04-15T00:00:00.000Z,14218,13359,13310,579,96,0.72
2021-04-16T00:00:00.000Z,30592,29247,28863,664,105,0.36
2021-04-17T00:00:00.000Z,11152,10661,10586,53,88,0.83
2021-04-18T00:00:00.000Z,33945,32597,31130,8104,140,0.45
2021-04-19T00:00:00.000Z,46073,43793,42485,11690,137,0.32
2021-04-20T00:00:00.000Z,46359,44232,41661,15139,157,0.38
2021-04-21T00:00:00.000Z,41280,39700,38032,10553,118,0.31
2021-04-22T00:00:00.000Z,31618,30440,30251,3837,128,0.42
2021-04-23T00:00:00.000Z,35245,33874,33613,577,109,0.32
2021-04-24T00:00:00.000Z,8762,8422,8379,49,41,0.49
2021-04-25T00:00:00.000Z,28338,27170,26886,3093,77,0.29
2021-04-26T00:00:00.000Z,36111,34602,34356,4627,94,0.27
2021-04-27T00:00:00.000Z,31255,30005,29844,3709,88,0.29
2021-04-28T00:00:00.000Z,34946,33817,33594,2870,95,0.28
2021-04-29T00:00:00.000Z,31718,30558,30368,1512,97,0.32
2021-04-30T00:00:00.000Z,35430,34254,34004,261,80,0.24
2021-05-01T00:00:00.000Z,9169,8805,8764,1,15,0.17
2021-05-02T00:00:00.000Z,25566,24477,24145,2229,51,0.21
2021-05-03T00:00:00.000Z,33707,32285,31789,3591,65,0.2
2021-05-04T00:00:00.000Z,33889,32492,32225,6066,63,0.2
2021-05-05T00:00:00.000Z,34913,33659,33310,4387,67,0.2
2021-05-06T00:00:00.000Z,28526,27601,27431,2793,48,0.17
2021-05-07T00:00:00.000Z,32904,31757,31571,537,33,0.1
2021-05-08T00:00:00.000Z,10397,10065,9989,0,18,0.18
2021-05-09T00:00:00.000Z,23529,22567,22461,2403,33,0.15
2021-05-10T00:00:00.000Z,35517,33929,33629,4950,53,0.16
2021-05-11T00:00:00.000Z,31566,30054,29797,3803,35,0.12
2021-05-12T00:00:00.000Z,28694,27487,27379,826,27,0.1
2021-05-13T00:00:00.000Z,20927,20056,19956,1195,30,0.15
2021-05-14T00:00:00.000Z,20244,19384,19263,118,28,0.15
2021-05-15T00:00:00.000Z,5525,5214,5155,0,20,0.39
2021-05-16T00:00:00.000Z,14776,14067,14027,145,29,0.21
2021-05-17T00:00:00.000Z,8745,8203,8147,1,15,0.18
2021-05-18T00:00:00.000Z,23844,22430,22239,5006,22,0.1
2021-05-19T00:00:00.000Z,28411,26862,26606,5236,57,0.21
2021-05-20T00:00:00.000Z,22040,20956,20703,2129,33,0.16
2021-05-21T00:00:00.000Z,26955,25748,25565,144,22,0.09
2021-05-22T00:00:00.000Z,6919,6632,6579,0,14,0.21
2021-05-23T00:00:00.000Z,18390,17280,17135,1444,26,0.15
2021-05-24T00:00:00.000Z,32275,30667,30405,4065,27,0.09
2021-05-25T00:00:00.000Z,26674,25469,25363,3461,23,0.09
2021-05-26T00:00:00.000Z,25934,24893,24739,2305,15,0.06
2021-05-27T00:00:00.000Z,27738,26307,26155,3220,12,0.05
2021-05-28T00:00:00.000Z,31828,30690,30433,447,18,0.06
2021-05-29T00:00:00.000Z,9340,8998,8932,280,12,0.13
2021-05-30T00:00:00.000Z,19780,18748,18624,1649,3,0.02
2021-05-31T00:00:00.000Z,25471,24026,23812,3699,14,0.06
2021-06-01T00:00:00.000Z,21751,20318,20130,3761,48,0.24
2021-06-02T00:00:00.000Z,17243,16064,15845,1175,14,0.09
2021-06-03T00:00:00.000Z,15803,14790,14634,1109,11,0.08
2021-06-04T00:00:00.000Z,17990,16822,16736,2,31,0.19
2021-06-05T00:00:00.000Z,7332,6873,6817,0,5,0.07
2021-06-06T00:00:00.000Z,16034,14874,14774,1331,5,0.03
2021-06-07T00:00:00.000Z,23015,21366,21240,1952,6,0.03
2021-06-08T00:00:00.000Z,21243,19753,19633,3384,30,0.15
2021-06-09T00:00:00.000Z,16937,15676,15585,1052,6,0.04
2021-06-10T00:00:00.000Z,17679,16514,16460,955,19,0.12
2021-06-11T00:00:00.000Z,17477,16248,16055,1,18,0.11
2021-06-12T00:00:00.000Z,10430,9851,9817,0,5,0.05
2021-06-13T00:00:00.000Z,18547,17295,17227,741,3,0.02
2021-06-14T00:00:00.000Z,26332,24449,23944,3119,26,0.11
2021-06-15T00:00:00.000Z,22502,20843,20535,3151,26,0.13
2021-06-16T00:00:00.000Z,18399,17034,16908,1092,13,0.08
2021-06-17T00:00:00.000Z,16588,15374,15017,1175,26,0.17
2021-06-18T00:00:00.000Z,20294,18720,18237,1,35,0.19
2021-06-19T00:00:00.000Z,12658,11766,11380,1,46,0.4
2021-06-20T00:00:00.000Z,24652,23218,21884,1179,49,0.22
2021-06-21T00:00:00.000Z,32418,30220,29716,1435,125,0.42
2021-06-22T00:00:00.000Z,30912,28828,26849,3724,110,0.41
2021-06-23T00:00:00.000Z,29660,27739,26514,3003,141,0.53
2021-06-24T00:00:00.000Z,29887,28192,26416,1835,230,0.87
2021-06-25T00:00:00.000Z,39766,37133,36047,372,231,0.64
2021-06-26T00:00:00.000Z,21859,20760,19647,0,115,0.59
2021-06-27T00:00:00.000Z,30381,28477,27435,2283,145,0.53
2021-06-28T00:00:00.000Z,47671,44714,42546,5166,285,0.67
2021-06-29T00:00:00.000Z,46864,44076,42732,4809,294,0.69
2021-06-30T00:00:00.000Z,43642,40838,38963,5054,312,0.8
2021-07-01T00:00:00.000Z,44597,42049,41006,4937,296,0.72
2021-07-02T00:00:00.000Z,49699,46620,44982,3084,326,0.72
2021-07-03T00:00:00.000Z,27152,25789,24807,121,187,0.75
2021-07-04T00:00:00.000Z,36503,34404,32426,1669,350,1.08
2021-07-05T00:00:00.000Z,53793,50344,49068,6921,507,1.03
2021-07-06T00:00:00.000Z,60686,56966,53855,7038,528,0.98
2021-07-07T00:00:00.000Z,54845,51383,49404,9415,525,1.06
2021-07-08T00:00:00.000Z,52115,48838,46958,6635,470,1
2021-07-09T00:00:00.000Z,61506,57587,55977,5445,539,0.96
2021-07-10T00:00:00.000Z,34573,32593,31025,674,263,0.85
2021-07-11T00:00:00.000Z,42471,39568,38333,3481,441,1.15
2021-07-12T00:00:00.000Z,62138,57764,55441,8905,764,1.38
2021-07-13T00:00:00.000Z,62201,57847,55238,8280,754,1.37
2021-07-14T00:00:00.000Z,63088,58695,56185,9601,779,1.39
2021-07-15T00:00:00.000Z,65610,61315,57047,8650,869,1.52
2021-07-16T00:00:00.000Z,81884,76552,72398,8140,1140,1.57
2021-07-17T00:00:00.000Z,33009,30976,29773,279,433,1.45
2021-07-18T00:00:00.000Z,56709,53145,49853,2888,841,1.69
2021-07-19T00:00:00.000Z,84240,78087,74810,7153,1385,1.85
2021-07-20T00:00:00.000Z,90619,85086,80817,10454,1419,1.76
2021-07-21T00:00:00.000Z,85902,80438,77923,11479,1350,1.73
2021-07-22T00:00:00.000Z,78829,74488,72465,7444,1290,1.78
2021-07-23T00:00:00.000Z,98274,92166,86906,6048,1442,1.66
2021-07-24T00:00:00.000Z,60740,57158,54432,1185,972,1.79
2021-07-25T00:00:00.000Z,77011,72460,67745,1278,1415,2.09
2021-07-26T00:00:00.000Z,102916,95613,92806,10268,2145,2.31
2021-07-27T00:00:00.000Z,106157,99372,95775,12666,2299,2.4
2021-07-28T00:00:00.000Z,102798,96465,92886,9630,2202,2.37
2021-07-29T00:00:00.000Z,101838,95077,91332,11723,2184,2.39
2021-07-30T00:00:00.000Z,111207,103804,98888,8605,2463,2.49
2021-07-31T00:00:00.000Z,73910,69439,66580,1291,2118,3.18
2021-08-01T00:00:00.000Z,80746,75599,72317,3120,2137,2.96
2021-08-02T00:00:00.000Z,115549,107371,102099,11371,3874,3.79
2021-08-03T00:00:00.000Z,110746,102847,99066,14892,3324,3.36
2021-08-04T00:00:00.000Z,118037,109577,106381,11488,3532,3.32
2021-08-05T00:00:00.000Z,116228,107586,102841,15710,3918,3.81
2021-08-06T00:00:00.000Z,116077,107551,102837,10397,3926,3.82
2021-08-07T00:00:00.000Z,84027,78495,76353,2005,2951,3.86
2021-08-08T00:00:00.000Z,105228,98533,88184,4276,3449,3.91
2021-08-09T00:00:00.000Z,150167,138926,130941,11938,6400,4.89
2021-08-10T00:00:00.000Z,142207,132323,127010,14378,5836,4.59
2021-08-11T00:00:00.000Z,47833,44284,44008,9147,1567,3.56
