מזהה,SettlementName,SettlementCode,District,SubDistrict,NaturalArea,MunicipalStatus,Metropolin,SettlementReligion,pop2013,JewsAndOthers,Jews,Arabs,FoundationYear,SettlementForm,Organization,AvarageHeight,EnglishName,PlanningCommittee,PoliceZone,X_ITM,Y_ITM,X_GEO,Y_GEO,yesod
695,מולדה,1360,6,62,623,69,,2,238,,,0.2,,450,,428,Molada*,624,3481,197180,573730,34.9705661752283,31.254950897171,-2206318840000
696,מולדת,269,2,23,233,8,,1,956,1,0.9,,1937,320,1,63,Moledet,204,1420,241630,721360,35.4406090341114,32.5862993543357,-1038708000000
697,מוצא עילית,208,1,11,111,26,444,1,939,0.9,0.9,,1933,350,,637,Moza Illit,151,6129,215020,633450,35.1575939423418,31.79375584611,-1164938400000
698,מוקייבלה,635,2,23,234,8,,2,3513,,,3.5,,290,,88,Muqeible,204,1420,228070,713340,35.2961085907899,32.5141691178357,-2206318840000
699,מורן,1163,2,24,242,56,,1,444,0.4,0.4,,1977,330,15,326,Moran,205,1310,237200,758440,35.3941330376532,32.92072834169,223596000000
700,מורשת,1178,2,24,241,56,241,1,1339,1.3,1.3,,1981,370,11,310,Moreshet,205,1360,222170,747950,35.2334187479958,32.8262822780908,349826400000
701,מזור,606,4,42,422,25,142,1,1319,1.3,1.3,,1949,310,1,54,Mazor,424,5130,193100,662070,34.9253620537264,32.0515584095047,-660016800000
702,מזכרת בתיה,28,4,44,441,99,143,1,11187,11.2,11.1,,1883,170,,62,Mazkeret Batya,453,5230,185240,640000,34.8429174304987,31.8523210171156,-2742776440000
703,מזרע,104,2,23,234,9,,1,594,0.6,0.6,,1923,330,15,99,Mizra,254,1420,227140,728500,35.2863353542286,32.650877508464,-1480557600000
704,מזרעה,517,2,24,245,99,241,2,3547,,,3.5,,290,,15,Mazra'a,201,1350,209540,765420,35.0983487160249,32.9837640634029,-2206318840000
705,מחולה,3599,7,75,,75,,1,436,0.4,0.4,,1968,310,2,-177,Mehola,712,4164,248680,696850,35.5149378206881,32.3651221532461,-60487200000
706,מחנה הילה,1411,4,44,442,27,143,5,,,,,,510,,,Mahane Hilla,499,5230,171000,646000,34.6921666776051,31.905911925483,-2206318840000
707,מחנה טלי,1418,6,62,626,48,,5,,,,,,510,,,Mahane Tali,699,3450,168000,518000,34.6670504978212,30.7513941347668,-2206318840000
708,מחנה יהודית,1413,2,23,234,9,,5,,,,,,510,,,Mahane Yehudit,299,1440,217000,730000,35.1782528906406,32.6644272562667,-2206318840000
709,מחנה יוכבד,1416,6,62,627,53,,5,,,,,,510,,,Mahane Yokheved,699,3460,193000,427000,34.9304303852223,29.9313639585836,-2206318840000
710,מחנה יפה,1415,6,62,622,42,,5,,,,,,510,,,Mahane Yafa,699,3440,169000,570000,34.6749101366862,31.2204322755472,-2206318840000
711,מחנה יתיר,1196,6,62,623,100,,1,140,0.1,0.1,,1979,350,,653,Mahane Yattir,699,3481,205720,583960,35.0600836557559,31.3473476419872,286668000000
712,מחנה מרים,1414,6,61,611,33,,5,,,,,,510,,,Mahane Miryam,699,3830,174000,629000,34.7246746739983,31.7527294628466,-2206318840000
713,מחנה עדי,1417,6,62,623,100,,5,,,,,,510,,,Mahane Adi,699,3481,203000,569000,35.0317455116717,31.2123869890265,-2206318840000
714,מחנה תל נוף,1412,4,44,441,28,143,5,,,,,,510,,,Mahane Tel Nof,499,5230,183000,638000,34.8193255900116,31.8342153328528,-2206318840000
715,מחניים,308,2,21,213,1,,1,573,0.6,0.6,,1939,330,15,264,Mahanayim,253,1220,253630,766060,35.5700642312837,32.9890443783655,-975636000000
716,מחסיה,776,1,11,112,26,444,1,407,0.4,0.4,,1950,310,2,251,Mahseya,151,7004,200770,628370,35.007224678169,31.7477983434576,-628480800000
717,מטולה,43,2,21,211,99,,1,1564,1.5,1.5,,1896,350,,442,Metula,259,1210,254150,798170,35.5768482609393,33.2785406214112,-2332549240000
718,מטע,822,1,11,111,26,444,1,821,0.8,0.8,,1950,310,1,607,Matta,151,7004,205960,625050,35.0620447921666,31.7179300737245,-628480800000
719,מי עמי,1128,3,32,323,14,,1,331,0.3,0.3,,1963,310,6,463,Me Ammi,351,1470,214160,712290,35.1480777626289,32.5047217053622,-218253600000
720,מיטב,2054,2,23,234,8,,1,450,0.4,0.4,,1954,310,1,72,Metav,204,1420,228500,716850,35.300718615142,32.5458165113295,-502250400000
721,מייסר,649,3,32,323,14,,2,1812,,,1.8,,450,,57,Meiser,351,1450,204160,705640,35.0417723081293,32.444663493131,-2206318840000
722,מיצר,4019,2,29,294,71,,1,151,0.2,0.2,,1981,330,15,359,Mezar,219,1270,269260,741500,35.7359619286456,32.7669987419387,349826400000
723,מירב,1282,2,23,231,7,,1,622,0.6,0.6,,1987,330,3,395,Merav,202,1430,239910,706540,35.4219672570998,32.4526962436676,539128800000
724,מירון,607,2,21,212,2,,1,888,0.9,0.9,,1949,310,2,693,Meron,209,1230,241470,765800,35.4399586460023,32.9870132724737,-660016800000
725,מישר,731,4,44,441,32,143,1,777,0.8,0.8,,1950,310,10,52,Meshar,456,5230,176810,636240,34.7540152592728,31.8181288593775,-628480800000
726,מיתר,1268,6,62,623,99,342,1,6948,6.9,6.8,,1984,180,,457,Metar,615,3481,194230,581590,34.9393972730095,31.3257801941917,444434400000
727,מכורה,3614,7,75,,75,,1,129,0.1,0.1,,1973,310,10,211,Mekhora,712,4164,239990,674140,35.4221182540916,32.1605247554905,97365600000
728,מכחול,1343,6,62,623,69,,2,321,,,0.3,,450,,533,Makchul,624,3481,206100,577350,35.064165375507,31.2877362547378,-2206318840000
729,מכמורת,382,4,41,411,16,141,1,1248,1.2,1.2,,1945,310,1,12,Mikhmoret,409,5120,188310,701420,34.8733597064704,32.4062799123818,-786247200000
730,מכמנים,1202,2,24,242,56,,1,401,0.4,0.4,,1980,370,7,498,Mikhmannim,205,1310,230990,756860,35.327723249249,32.9065649919676,318204000000
731,מלאה,164,2,23,234,8,,1,360,0.4,0.4,,1956,310,1,66,Mele'a,204,1420,222540,718840,35.2372738300192,32.5637935360373,-439178400000
732,מלילות,2044,6,62,621,39,,1,237,0.2,0.2,,1953,310,2,112,Melilot,653,3482,161510,588780,34.5952191728309,31.3894533970939,-533786400000
733,מלכייה,596,2,21,212,1,,1,467,0.5,0.4,,1949,330,15,652,Malkiyya,253,1210,248040,778440,35.5106433322596,33.1008290592718,-660016800000
734,מלכישוע,1154,2,23,231,7,,1,150,0.1,0.1,,1976,340,,517,Malkishua,202,1430,239100,704980,35.4133203178446,32.4386436893444,191973600000
735,מנוחה,2030,6,61,611,50,,1,508,0.5,0.5,,1953,310,1,103,Menuha,634,3820,178940,618420,34.7772494222765,31.6575018774675,-533786400000
736,מנוף,1174,2,24,241,56,241,1,705,0.7,0.7,,1980,310,10,387,Manof,205,1360,222450,750960,35.2364187568315,32.853422390758,318204000000
737,מנות,1205,2,24,243,52,,1,355,0.4,0.3,,1980,310,1,243,Manot,255,1350,218540,771510,35.1946287005648,33.0387200846541,318204000000
738,מנחמיה,48,2,22,221,7,,1,1022,1,1,,1902,350,,-154,Menahemya,202,1240,252340,730220,35.5549907158435,32.6659240531106,-2143246840000
739,מנרה,347,2,21,212,1,,1,237,0.2,0.2,,1943,330,15,848,Menara,253,1210,251170,789030,35.544541516332,33.1962246557728,-849405600000
740,מנשית זבדה,994,2,25,237,9,,2,1142,,,1.1,,450,,104,Manshiyyet Zabda,254,1440,218450,734670,35.1937052194065,32.7065394495627,-2206318840000
741,מסד,1258,2,22,222,3,,1,333,0.3,0.3,,1983,370,13,271,Massad,206,1240,239870,749910,35.422489002529,32.8437687442524,412898400000
742,מסדה,263,2,22,221,6,,1,377,0.4,0.4,,1937,330,15,-191,Massada,214,1240,256390,732200,35.5982427953457,32.6836495132707,-1038708000000
743,מסילות,298,2,23,231,7,,1,458,0.5,0.5,,1938,330,15,-112,Mesillot,202,1430,244800,711300,35.4741010082782,32.495518091396,-1007172000000
744,מסילת ציון,742,1,11,112,26,444,1,1209,1.2,1.2,,1950,310,1,303,Mesillat Ziyyon,151,7004,201150,634410,35.0111219004952,31.8022754014945,-628480800000
745,מסלול,748,6,62,622,42,344,1,727,0.7,0.7,,1950,310,1,110,Maslul,653,3430,160920,581590,34.5894386871615,31.3245808871299,-628480800000
746,מסעדה,4203,2,29,292,99,,2,3375,,,3.4,,290,,1034,Mas'ade,256,1270,270980,792980,35.7572046274149,33.2310757705054,-2206318840000
747,מסעודין אל-עזאזמה (שבט),939,6,62,623,100,,3,,,,,,460,,,,699,3481,182300,567300,34.8145870714677,31.196579790193,-2206318840000
748,מעברות,197,4,41,411,16,141,1,916,0.9,0.9,,1933,330,15,14,Ma'barot,409,5120,191260,696680,34.9048582038618,32.3636157992217,-1164938400000
749,מעגלים,1082,6,62,621,39,,1,1974,2,2,,1958,350,,127,Ma'galim,653,3482,161830,589580,34.5985370028078,31.3966840929426,-376020000000
750,מעגן,678,2,22,221,6,,1,348,0.3,0.3,,1949,330,15,-199,Ma'agan,214,1240,256560,734720,35.6001556319832,32.7063663625389,-660016800000
751,מעגן מיכאל,694,3,32,321,15,,1,1768,1.8,1.7,,1949,330,15,11,Ma'agan Mikha'el,303,1181,192360,718020,34.9159326637123,32.5560727083723,-660016800000
752,מעוז חיים,272,2,23,231,7,,1,431,0.4,0.4,,1937,330,15,-245,Ma'oz Hayyim,202,1430,252000,711030,35.5507004496783,32.4928959356636,-1038708000000
753,מעון,3657,7,77,,78,,1,461,0.5,0.5,,1981,320,11,774,Ma'on,715,4352,215640,591290,35.1643037342782,31.4135315642536,349826400000
754,מעונה,570,2,24,243,52,,1,910,0.9,0.9,,1949,310,1,470,Me'ona,255,1320,224730,769010,35.2608788204777,33.016166140652,-660016800000
755,מעיין ברוך,416,2,21,211,1,,1,691,0.7,0.7,,1947,330,15,200,Ma'yan Barukh,253,1210,256990,793880,35.6071553458235,33.2397666468574,-723175200000
756,מעיין צבי,290,3,32,322,15,,1,620,0.6,0.6,,1938,330,15,96,Ma'yan Zevi,303,1181,194670,719350,34.9404927978918,32.5681196069402,-1007172000000
757,מעיליא,518,2,24,243,99,,2,3123,,,3,,290,,502,Mi'elya,258,1320,224410,770180,35.2574603838073,33.026717095606,-2206318840000
758,מעלה אדומים,3616,7,76,,0,445,1,37138,37.1,35.9,,1975,160,,330,Ma'ale Adummim,706,4355,229040,631870,35.3056166954384,31.7794751364361,160437600000
759,מעלה אפרים,3608,7,75,,99,,1,1098,1.1,1,,1970,350,,178,Ma'ale Efrayim,707,4164,238280,664220,35.4037958065139,32.0710973161514,2671200000
760,מעלה גלבוע,1127,2,23,231,7,,1,592,0.6,0.6,,1962,330,3,429,Ma'ale Gilboa,202,1430,239610,709170,35.418832900481,32.4764173962789,-249789600000
761,מעלה גמלא,4008,2,29,293,71,,1,385,0.4,0.4,,1976,310,1,113,Ma'ale Gamla,219,1270,264390,755040,35.684645689307,32.889293114479,191973600000
762,מעלה החמישה,286,1,11,111,26,444,1,540,0.5,0.5,,1938,330,15,787,Ma'ale HaHamisha,151,6129,210590,636100,35.1107931597919,31.817628718681,-1007172000000
763,מעלה לבונה,3752,7,74,,73,,1,734,0.7,0.7,,1983,370,11,756,Ma'ale Levona,711,4354,222850,662400,35.2403730917802,32.0548363236829,412898400000
764,מעלה מכמש,3651,7,74,,73,445,1,1287,1.3,1.3,,1981,370,11,585,Ma'ale Mikhmas,711,4354,229060,642930,35.3059369947099,31.8792176353654,349826400000
765,מעלה עירון,1327,3,32,323,99,,2,13652,,,13.6,,270,,249,Ma'ale Iron,354,1470,214710,717560,35.1539039302345,32.5522455537225,-2206318840000
766,מעלה עמוס,3653,7,76,,76,,1,323,0.3,0.3,,1981,370,9,715,Ma'ale Amos,714,4352,221850,611530,35.2296588219945,31.596075788337,349826400000
767,מעלה שומרון,3637,7,73,,72,145,1,935,0.9,0.9,,1980,370,9,312,Ma'ale Shomeron,710,4164,206790,674750,35.070151729882,32.1661417603488,318204000000
768,מעלות-תרשיחא,1063,2,24,243,0,,4,21126,16.9,14.5,4.2,1957,160,,521,Ma'alot-Tarshiha,223,1320,226350,768890,35.2782157366631,33.015075096492,-407556000000
769,מענית,344,3,32,324,14,,1,671,0.7,0.6,,1942,330,15,64,Ma'anit,351,1450,202870,706960,35.0280309479636,32.456548012872,-880945200000
770,מעש,230,4,42,422,20,132,1,826,0.8,0.8,,1935,310,1,52,Ma'as,417,5130,189720,663520,34.8895283721855,32.0645505042977,-1101866400000
771,מפלסים,668,6,61,614,37,,1,931,0.9,0.9,,1949,330,15,94,Mefallesim,653,3840,158410,601270,34.5618608547159,31.5019331473429,-660016800000
772,"מפעלי אבשלו""ם",1767,6,62,621,41,341,,,,,,,520,,,,625,3485,177230,594440,34.7602457756311,31.4411775600425,-2206318840000
773,מפעלי ברקן,1791,7,73,,72,,,,,,,,520,,,,710,4164,211200,668080,35.1169630384173,32.10603339137,-2206318840000
774,מפעלי גליל עליון,1706,2,21,211,1,,,,,,,,520,,,,253,1210,253710,788700,35.5717680648016,33.193171896966,-2206318840000
775,מפעלי גרנות,1739,3,32,324,14,,,,,,,,520,,,,351,1180,195890,705990,34.9538186252143,32.4476753133308,-2206318840000
776,מפעלי העמק (יזרעאל),1717,2,23,233,9,,,,,,,,520,,,,254,1440,222400,730080,35.235818439057,32.6651474193679,-2206318840000
777,מפעלי חבל מודיעים,1729,4,43,432,25,142,,,,,,2005,520,,,,424,5160,196260,657320,34.9589358990146,32.0087922859783,1107208800000
778,מפעלי חפר,1745,4,41,411,16,141,,,,,,,520,,,,409,5120,190540,701030,34.8970756909676,32.4028231666738,-2206318840000
779,מפעלי ים המלח(סדום),1775,6,62,624,51,,,,,,,,520,,,,656,3480,235070,548800,35.3679731092201,31.0302085102914,-2206318840000
780,מפעלי כנות,1753,6,61,611,33,143,,,,,,,520,,,,616,3830,177310,634430,34.7593742879929,31.8018246898474,-2206318840000
781,מפעלי מישור רותם,1773,6,62,626,51,,,,,,,,520,,,,656,3450,218800,551000,35.1975612276372,31.0501548175203,-2206318840000
782,מפעלי מעון,1769,6,62,622,38,,,,,,,,520,,,,653,3430,145710,578160,34.4299025631998,31.2927834635249,-2206318840000
783,מפעלי נחם הרטוב,1701,1,11,112,26,444,,,,,,,520,,,,151,7004,199690,630990,34.9957735877053,31.771408346306,-2206318840000
784,מפעלי צומת מלאכי,1761,6,61,611,33,143,,,,,,,520,,,,616,3830,176460,625860,34.7507757210363,31.7245074732652,-2206318840000
785,מפעלי צין - ערבה,1776,6,62,626,54,,,,,,,,520,,,,657,3450,208370,528180,35.0885441441795,30.8442763922395,-2206318840000
786,מפעלי צמח,1711,2,22,221,6,,,,,,,,520,,,,214,1240,255430,734410,35.588092242126,32.7036085776069,-2206318840000
787,מפעלי שאן,1719,2,23,231,7,,,,,,,,520,,,,202,1430,249010,711490,35.5189019069209,32.4971273927694,-2206318840000
788,מצדות יהודה,3745,7,77,,78,,1,437,0.4,0.4,,1983,320,11,875,Mezadot Yehuda,715,4352,210740,585870,35.112821515761,31.3646223944858,412898400000
789,מצובה,325,2,24,244,4,,1,1081,1.1,1.1,,1940,330,15,92,Mazzuva,201,1350,215030,774270,35.1570405190144,33.0635972521682,-944100000000
790,מצליח,757,4,43,432,30,143,1,1273,1.3,1.3,,1950,310,1,81,Mazliah,426,5220,188100,645980,34.8729419031817,31.9063316291915,-628480800000
791,מצפה,58,2,22,222,3,,1,163,0.2,0.2,,1908,350,,86,Mizpa,206,1240,248040,743970,35.5095737369341,32.7900264652747,-1953944440000
792,"מצפה אבי""ב",1222,2,24,241,56,241,1,890,0.9,0.9,,1981,370,10,121,Mizpe Aviv,205,1360,219070,749110,35.2003117178729,32.8367451824331,349826400000
793,מצפה אילן,1370,3,32,323,14,,1,300,0.3,0.3,,2009,370,10,149,Mitspe Ilan,351,1450,206720,707480,35.0689711914164,32.4612877610235,1233439200000
794,מצפה יריחו,3576,7,75,,73,445,1,2164,2.2,2.2,,1978,190,11,166,Mizpe Yeriho,711,4355,237410,635910,35.3940566992579,31.8158083102029,255132000000
795,מצפה נטופה,1190,2,23,237,3,,1,842,0.8,0.8,,1979,370,11,394,Mizpe Netofa,206,1240,236260,745340,35.3838456824083,32.8026228942969,286668000000
796,מצפה רמון,99,6,62,626,99,,1,4999,4.8,4.4,,1954,190,,714,Mizpe Ramon,613,3450,181020,503790,34.8035519194174,30.6237157832297,-502250400000
797,מצפה שלם,3610,7,75,,74,,1,173,0.2,0.2,,1971,330,15,-303,Mizpe Shalem,713,4355,238120,608370,35.4010309235897,31.5674279644664,34207200000
798,מצר,648,3,32,324,14,,1,399,0.4,0.4,,1953,330,15,76,Mezer,351,1450,204690,705120,35.0474165888977,32.4399815809883,-533786400000
799,מקווה ישראל,22,5,53,513,100,123,1,394,0.4,0.4,,1870,340,,27,Miqwe Yisra'el,599,2200,179480,659630,34.7812498762429,32.0291555461714,-3153003654000
800,מרגליות,843,2,21,212,55,,1,390,0.4,0.4,,1951,310,1,692,Margaliyyot,253,1210,251190,791090,35.5448278778469,33.2147974497557,-596944800000
801,מרום גולן,4101,2,29,292,71,,1,643,0.6,0.6,,1967,330,15,977,Merom Golan,219,1270,272770,782120,35.7757717679431,33.1330757644007,-92023200000
802,מרחב עם,1340,6,62,626,48,,1,244,0.2,0.2,,2002,370,,535,Merhav Am,620,3450,183480,533070,34.828183531241,30.8878877312776,1012514400000
803,מרחביה (מושב),97,2,23,234,9,,1,656,0.7,0.7,,1922,310,1,76,Merhavya(Moshav),254,1420,229980,723280,35.3165471056622,32.6037844151151,-1512093600000
804,מרחביה (קיבוץ),66,2,23,234,9,,1,1092,1.1,1,,1911,330,15,71,Merhavya(Qibbuz),254,1420,229120,723520,35.3073879730684,32.6059563916723,-1859250040000
805,מרכז אזורי כדורי,1713,2,22,221,3,,,,,,,,520,,,,206,1240,238430,734250,35.4067877227065,32.7025894461034,-2206318840000
806,מרכז אזורי מרום הגליל,1708,2,21,212,2,,,,,,,,520,,,,209,1230,241500,766990,35.4403081521427,32.9977424153359,-2206318840000
807,מרכז אזורי משגב,1723,2,24,241,56,241,,,,,,,520,,,,205,1360,224580,751520,35.2591761788885,32.8584639446774,-2206318840000
808,מרכז אזורי שוהם,1747,4,43,432,25,142,,,,,,,520,,,,424,5160,194570,655310,34.9411014953505,31.990630238095,-2206318840000
809,"מרכז כ""ח",1705,2,21,211,55,,,,,,,,520,,,,253,1210,253570,780660,35.569965895607,33.1206856696682,-2206318840000
810,"מרכז מיר""ב",1715,3,32,322,15,243,,,,,,2007,520,,,,303,1181,196700,728000,34.9618996388901,32.6461614469178,1170280800000
811,מרכז שפירא,1098,6,61,611,34,,1,2135,2.1,2.1,,1948,190,,50,Merkaz Shappira,631,3830,172250,622730,34.7065074873582,31.6961148221208,-691639200000
812,משאבי שדה,421,6,62,626,48,,1,489,0.5,0.4,,1949,330,15,349,Mash'abbe Sade,620,3450,179510,545870,34.7861622999784,31.0032079509097,-660016800000
813,משגב דב,765,4,44,441,32,143,1,695,0.7,0.7,,1950,310,9,58,Misgav Dov,456,5230,175400,636470,34.7391131255316,31.8201494441354,-628480800000
814,משגב עם,378,2,21,212,1,,1,275,0.3,0.3,,1945,330,15,801,Misgav Am,253,1210,251510,794740,35.5483890992103,33.2476970085332,-786247200000
815,משהד,520,2,25,237,99,,2,7594,,,7.6,,280,,268,Meshhed,257,1410,230580,738390,35.3231189707434,32.7400271539871,-2206318840000
816,משואה,3605,7,75,,75,,1,149,0.1,0.1,,1970,310,6,-256,Massu'a,712,4164,246630,668920,35.4923612769064,32.1133112095117,2671200000
817,משואות יצחק,620,6,61,611,34,,1,702,0.7,0.7,,1949,320,3,60,Massu'ot Yizhaq,631,3830,170650,623480,34.6895939926952,31.7028114440606,-660016800000
818,משכיות,3785,7,75,,75,,1,159,0.2,0.2,,1986,370,,16,Maskiyyot,712,4164,246770,689210,35.4944246456072,32.2962767293862,507592800000
819,משמר איילון,670,4,43,432,30,143,1,481,0.5,0.5,,1949,310,1,136,Mishmar Ayyalon,426,5220,194950,642080,34.9454570589299,31.8713290402104,-660016800000
820,משמר דוד,563,4,43,432,30,143,1,509,0.5,0.5,,1948,330,15,153,Mishmar Dawid,426,5230,190690,636710,34.9005970622407,31.822801744438,-691639200000
821,משמר הירדן,732,2,21,213,55,,1,623,0.6,0.6,,1949,310,9,231,Mishmar HaYarden,253,1220,256340,767790,35.5991275538166,33.0045545663163,-660016800000
822,משמר הנגב,395,6,62,621,41,341,1,808,0.8,0.8,,1946,330,15,198,Mishmar HaNegev,625,3485,173150,585850,34.7177281750318,31.3635516908496,-754711200000
823,משמר העמק,130,2,23,234,13,,1,1188,1.2,1.1,,1926,330,15,105,Mishmar HaEmeq,254,1420,213640,723990,35.1424718440525,32.6102214390531,-1385863200000
824,משמר השבעה,729,4,43,432,40,133,1,967,1,0.9,,1949,310,19,28,Mishmar HaShiv'a,425,5210,183470,657470,34.8235675856852,32.0098108490245,-660016800000
825,משמר השרון,194,4,41,411,16,141,1,523,0.5,0.5,,1933,330,15,19,Mishmar HaSharon,409,5120,191130,695900,34.9035002940845,32.3565788950163,-1164938400000
826,משמרות,213,3,32,324,14,,1,592,0.6,0.6,,1933,330,15,54,Mishmarot,351,1180,198770,710300,34.9843516597764,32.4865973544561,-1164938400000
827,משמרת,425,4,41,411,18,141,1,1024,1,1,,1946,310,1,57,Mishmeret,412,5120,192650,681630,34.9200504638198,32.2279357070911,-754711200000
828,משען,791,6,61,614,36,,1,994,1,1,,1950,310,1,51,Mash'en,633,3840,164370,618450,34.6236333232323,31.6571658681233,-628480800000
829,מתן,1315,4,42,421,20,142,1,3570,3.6,3.5,,1995,190,,66,Mattan,417,5150,197610,673910,34.9728468327219,32.1584261291912,791589600000
830,מתת,1184,2,24,244,52,,1,190,0.2,0.2,,1979,370,19,805,Mattat,255,1320,233750,771780,35.3574570966237,33.041061080032,286668000000
831,מתתיהו,3648,7,74,,73,,1,607,0.6,0.6,,1981,320,8,265,Mattityahu,711,4354,203080,648480,35.0312656948197,31.9291914180672,349826400000
832,נאות גולן,4551,2,29,294,71,,1,473,0.5,0.4,,1967,310,6,314,Ne'ot Golan,219,1270,265110,743680,35.6917801173342,32.7868351184634,-92023200000
833,נאות הכיכר,1124,6,62,624,51,,1,402,0.4,0.4,,1961,310,10,-354,Ne'ot HaKikkar,656,3480,236120,538530,35.378802076848,30.9375639644849,-281325600000
834,נאות מרדכי,408,2,21,211,1,,1,544,0.5,0.5,,1946,330,15,75,Ne'ot Mordekhay,253,1210,256050,785030,35.5967138315673,33.1600058805334,-754711200000
835,נאות סמדר,1197,6,62,627,53,,1,204,0.2,0.2,,1982,330,15,407,Ne'ot Smadar,608,3460,202240,440080,35.0259168052267,30.0495209058101,381362400000
836,נאעורה,524,2,23,233,8,,2,2034,,,2,,290,,114,Na'ura,204,1420,236990,724430,35.3912462367361,32.6140653064233,-2206318840000
837,נבטים,396,6,62,623,41,342,1,747,0.7,0.7,,1946,310,1,324,Nevatim,625,3481,188790,570130,34.8825937536986,31.2222920033961,-754711200000
838,נגבה,315,6,61,611,35,,1,827,0.8,0.8,,1939,330,15,82,Negba,632,3820,169950,618900,34.6824413070785,31.6614782028958,-975636000000
839,נגוהות,3724,7,77,,78,,1,277,0.3,0.3,,1999,370,,692,Negohot,715,4352,198420,600120,34.9830271575486,31.4929830618621,917820000000
840,נהורה,309,6,61,612,50,,1,1133,1.1,1.1,,1956,350,,96,Nehora,634,3820,172120,614620,34.7055272169806,31.6229715775894,-439178400000
841,נהלל,80,2,23,234,9,,1,917,0.9,0.9,,1921,310,1,85,Nahalal,254,1440,218730,732870,35.1966928832964,32.6903088959986,-1543629600000
842,נהרייה,9100,2,24,245,0,241,1,53370,52,47.9,,1934,150,,24,Nahariyya,210,1350,209460,768170,35.0974629353812,33.0085591223619,-1133402400000
843,נוב,4304,2,29,294,71,,1,809,0.8,0.8,,1973,310,2,408,Nov,219,1270,273590,748810,35.782597875859,32.8327047261071,97365600000
844,נוגה,55,6,61,612,50,,1,522,0.5,0.5,,1955,310,1,108,Nogah,634,3820,171080,614760,34.6945594226865,31.6241908479219,-470714400000
845,נווה,1366,6,62,622,38,,1,540,0.5,0.5,,2010,310,11,100,Nave,653,3430,136450,563770,34.3338471257693,31.162389271973,1264975200000
846,נווה אבות,926,3,32,324,100,,1,227,0.2,0.2,,1948,340,,51,Newe Avot,353,1180,197160,710140,34.9672264374301,32.4851234701263,-691639200000
847,נווה אור,590,2,23,231,7,,1,293,0.3,0.3,,1949,330,15,-223,Newe Ur,202,1430,252200,721640,35.5531980670616,32.5885620856577,-660016800000
848,"נווה אטי""ב",4303,2,29,291,71,,1,122,0.1,0.1,,1972,310,10,977,Newe Ativ,219,1270,269510,796420,35.7416241996794,33.2621595668106,65743200000
849,נווה אילן,405,1,11,111,26,444,1,820,0.8,0.8,,1946,320,15,662,Newe Ilan,151,6129,207790,635030,35.0812329866549,31.807953912569,-754711200000
850,נווה אילן*,1702,1,11,111,26,444,,,,,,2004,520,,,,151,6120,208830,634820,35.0922183773279,31.8060702099851,1075586400000
851,נווה איתן,296,2,23,231,7,,1,327,0.3,0.3,,1938,330,15,-231,Newe Etan,202,1430,250230,710920,35.5318644416296,32.4919544520934,-1007172000000
852,נווה דניאל,3725,7,76,,76,445,1,2149,2.1,2.1,,1982,190,2,964,Newe Daniyyel,714,4352,213680,620480,35.1435212934027,31.676780349827,381362400000
853,נווה זוהר,1057,6,62,624,51,,1,76,0.1,0.1,,1972,350,,-376,Newe Zohar,656,3480,234750,562390,35.364827329859,31.1527855927646,65743200000
854,נווה זיו,1314,2,24,243,52,,1,786,0.8,0.8,,2000,370,19,213,Newe Ziv,255,1350,217520,770200,35.183712270609,33.0269069882069,949356000000
855,נווה חריף,1279,6,62,627,53,,1,121,0.1,0.1,,1987,330,15,431,Newe Harif,608,3460,203330,438800,35.0372385557665,30.0379891379789,539128800000
856,נווה ים,312,3,32,321,15,223,1,241,0.2,0.2,,1939,330,15,3,Newe Yam,303,1182,193770,731690,34.9305703762354,32.6793701318275,-975636000000
857,נווה ימין,686,4,42,421,20,142,1,1128,1.1,1.1,,1949,310,1,37,Newe Yamin,417,5140,194490,675340,34.9397350140662,32.1712566903971,-660016800000
858,נווה ירק,858,4,42,421,20,142,1,1325,1.3,1.3,,1951,310,1,25,Newe Yaraq,417,5140,193030,671080,34.9243731509806,32.1328076594048,-596944800000
859,נווה מבטח,827,6,61,611,33,143,1,632,0.6,0.6,,1950,310,1,60,Newe Mivtah,616,3830,175580,634850,34.7410871714361,31.8055471146827,-628480800000
860,נווה מיכאל,1071,1,11,112,26,444,1,591,0.6,0.6,,1958,310,7,344,Newe Mikha'el,151,7004,200580,620060,35.0053795657539,31.6728518881059,-376020000000
861,נווה שלום,1259,1,11,112,26,444,4,234,0.1,0.1,0.1,1983,350,,282,Newe Shalom,151,7004,198060,636120,34.9784540391622,31.817642970238,412898400000
862,נועם,15,6,61,612,34,,1,346,0.3,0.3,,1955,310,2,161,No'am,631,3820,179990,608500,34.7887176829573,31.568075859989,-470714400000
863,נוף איילון,1333,4,43,431,30,143,1,2172,2.2,2.2,,1994,190,,200,Nof Ayyalon,426,5220,199040,641770,34.9886860024661,31.86861405974,760053600000
864,נופים,3790,7,73,,72,145,1,464,0.5,0.4,,1987,350,,394,Nofim,710,4164,209760,673340,35.1016533158966,32.1534560756854,539128800000
865,נופית,1284,3,31,311,12,222,1,2742,2.7,2.7,,1987,190,,179,Nofit,301,1160,213940,740520,35.1455703369212,32.7592758164898,539128800000
866,נופך,257,4,42,422,25,142,1,497,0.5,0.5,,1949,370,19,60,Nofekh,424,5130,192670,661170,34.9208340450457,32.0434321809937,-660016800000
